Severity,CVSS,Issue,Ports,OID,CVE,Affected Devices,Number of Device(s),Last Detected,Known Exploited Vulnerability,Summary,Vulnerability Detection Result,Impact,Solution,Vulnerability Insight,Vulnerability Detection Method,References,Known To Be Used In Ransomware Campaigns,ingestion_error_reason
Medium,6.1,Apache Tomcat Open Redirect Vulnerability (Aug 2023) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.150909,,"usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",3,17-Apr-2026,No,Apache Tomcat is prone to an open redirect vulnerability.,Installed version: 9.0.48 Fixed version:     9.0.80 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.80 Installation path / port:       8080/tcp,,"Update to version 8.5.93, 9.0.80, 10.1.13, 11.0.0-M11 or   later.",If the ROOT (default) web application is configured to use FORM   authentication then it is possible that a specially crafted URL could be used to trigger a   redirect to an URL of the attackers choice.,"Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Open Redirect Vulnerability (Aug 2023) - Windows (OID: 1.3.6.1.4.1.25623.1.0.150909) Version used: 2024-06-07T05:05:42Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,6.1,CKEditor 4.x < 4.25.0 Multiple Vulnerabilities - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.152936,,usx01vspintr02.rpi.reliableparts.com (172.16.11.28 / 00:50:56:AD:85:39),1,17-Apr-2026,No,CKEditor 4 is prone to multiple vulnerabilities.,Installed version: 4.5.6 Fixed version:     4.25.0 Installation path / port:       /ckeditor,,Update to version 4.25 or later.,The following vulnerabilities exist:   - CVE-2024-43407: Reflected cross-site scripting (XSS) in Code Snippet GeSHi plugin   - CVE-2024-43411: Low-risk cross-site scripting (XSS) linked to potential domain takeover,"Checks if a vulnerable version is present on the target host. Details: CKEditor 4.x < 4.25.0 Multiple Vulnerabilities - Windows (OID: 1.3.6.1.4.1.25623.1.0.152936) Version used: 2024-11-26T07:35:52Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.9,Apache HTTP Server 2.4.17 - 2.4.57 DoS Vulnerability - Linux,80/tcp (http),1.3.6.1.4.1.25623.1.0.100310,,172.16.11.13 (00:50:56:BB:67:04),1,17-Apr-2026,No,Apache HTTP Server is prone to a denial of service (DoS)   vulnerability.,Installed version: 2.4.52 Fixed version:     2.4.58 Installation path / port:       80/tcp,,Update to version 2.4.58 or later.,"When a HTTP/2 stream was reset (RST frame) by a client, there   was a time window were the request's memory resources were not reclaimed immediately. Instead,   de-allocation was deferred to connection close. A client could send new requests and resets,   keeping the connection busy and open and causing the memory footprint to keep on growing. On   connection close, all resources were reclaimed, but the process might run out of memory before   that.   This was found by the reporter during testing of CVE-2023-44487 (HTTP/2 Rapid Reset Exploit) with   their own test client. During 'normal' HTTP/2 use, the probability to hit this bug is very low.   The kept memory would not become noticeable before the connection closes or times out.","Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server 2.4.17 - 2.4.57 DoS Vulnerability - Linux (OID: 1.3.6.1.4.1.25623.1.0.100310) Version used: 2024-08-02T05:05:39Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.9,Apache HTTP Server 2.4.17 - 2.4.57 DoS Vulnerability - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.100327,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,Apache HTTP Server is prone to a denial of service (DoS)   vulnerability.,Installed version: 2.4.57 Fixed version:     2.4.58 Installation path / port:       80/tcp --- Installed version: 2.4.57 Fixed version:     2.4.58 Installation path / port:       443/tcp,,Update to version 2.4.58 or later.,"When a HTTP/2 stream was reset (RST frame) by a client, there   was a time window were the request's memory resources were not reclaimed immediately. Instead,   de-allocation was deferred to connection close. A client could send new requests and resets,   keeping the connection busy and open and causing the memory footprint to keep on growing. On   connection close, all resources were reclaimed, but the process might run out of memory before   that.   This was found by the reporter during testing of CVE-2023-44487 (HTTP/2 Rapid Reset Exploit) with   their own test client. During 'normal' HTTP/2 use, the probability to hit this bug is very low.   The kept memory would not become noticeable before the connection closes or times out.","Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server 2.4.17 - 2.4.57 DoS Vulnerability - Windows (OID: 1.3.6.1.4.1.25623.1.0.100327) Version used: 2024-08-02T05:05:39Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.9,SSL/TLS: Report Weak Cipher Suites,"3389/tcp,5986/tcp,443/tcp (https)",1.3.6.1.4.1.25623.1.0.103440,"CVE-2013-2566, CVE-2015-2808, CVE-2015-4000","usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsuapcms01.rpi.reliableparts.com (172.16.11.107 / 00:50:56:AD:98:1B),usx01vspintr02.rpi.reliableparts.com (172.16.11.28 / 00:50:56:AD:85:39),usx01vspnpdf01.rpi.reliableparts.com (172.16.11.69 / 00:50:56:AD:E7:0E),usx01vsdwmsapp1.rpi.reliableparts.com (172.16.11.125 / 00:50:56:AD:4C:E7)",5,17-Apr-2026,No,This routine reports all weak SSL/TLS cipher suites accepted by   a service.,'Weak' cipher suites accepted by this service via the TLSv1.0 protocol: TLS_RSA_WITH_RC4_128_MD5 TLS_RSA_WITH_RC4_128_SHA 'Weak' cipher suites accepted by this service via the TLSv1.1 protocol: TLS_RSA_WITH_RC4_128_MD5 TLS_RSA_WITH_RC4_128_SHA 'Weak' cipher suites accepted by this service via the TLSv1.2 protocol: TLS_RSA_WITH_RC4_128_MD5 TLS_RSA_WITH_RC4_128_SHA,"This could allow remote attackers to obtain sensitive information   or have other, unspecified impacts.",The configuration of this services should be changed so that it   does not accept the listed weak cipher suites anymore.   Please see the references for more resources supporting you with this task.,"These rules are applied for the evaluation of the cryptographic   strength:   - RC4 is considered to be weak (CVE-2013-2566, CVE-2015-2808)   - Ciphers using 64 bit or less are considered to be vulnerable to brute force methods and   therefore considered as weak (CVE-2015-4000)   - 1024 bit RSA authentication is considered to be insecure and therefore as weak   - Any cipher considered to be secure for only the next 10 years is considered as medium   - Any other cipher is considered as strong","Checks previous collected cipher suites.   NOTE: No severity for SMTP services with 'Opportunistic TLS' and weak cipher suites on port 25/tcp   is reported. If too strong cipher suites are configured for this service the alternative would be   to fall back to an even more insecure cleartext communication. Details: SSL/TLS: Report Weak Cipher Suites (OID: 1.3.6.1.4.1.25623.1.0.103440) Version used: 2025-03-27T05:38:50Z ","https://www.bsi.bund.de/SharedDocs/Warnmeldungen/DE/CB/warnmeldung_cb-k16-1465_update_6.html,https://bettercrypto.org/,https://mozilla.github.io/server-side-tls/ssl-config-generator/",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.9,Prefix Truncation Attacks in SSH Specification (Terrapin Attack),22/tcp (ssh),1.3.6.1.4.1.25623.1.0.114238,,"172.16.11.98 (00:60:16:89:76:2C),test.rpi.reliableparts.com (172.16.11.97 / 00:60:16:8B:10:4C),172.16.11.151 (00:50:56:AD:94:F0),172.16.11.13 (00:50:56:BB:67:04),172.16.11.157 (00:50:56:AD:01:68),172.16.11.167 (00:50:56:BB:C4:54),172.16.11.155 (00:50:56:AD:DF:A4),172.16.11.171 (00:50:56:BB:94:FE),172.16.11.156 (00:50:56:AD:36:01),172.16.11.170 (00:50:56:BB:2B:16),usx01vspredirect01.rpi.reliableparts.com (172.16.11.95 / 00:50:56:BB:6D:A7),172.16.11.153 (00:50:56:BB:8D:91),172.16.11.154 (00:50:56:AD:01:A6)",13,17-Apr-2026,No,The remote SSH server is supporting an specific encryption   algorithm or MAC. Parts of their SSH specification are vulnerable to a novel prefix truncation   attack (a.k.a. Terrapin attack).,"The remote SSH server supports the following possible affected client-to-server encryption algorithm(s): chacha20-poly1305@openssh.com The remote SSH server supports the following possible affected server-to-client encryption algorithm(s): chacha20-poly1305@openssh.com --- The remote SSH server supports the following possible affected client-to-server encryption algorithm(s): chacha20-poly1305@openssh.com The remote SSH server supports the following possible affected server-to-client encryption algorithm(s): chacha20-poly1305@openssh.com The remote SSH server supports the following """"strict kex"""" algorithm as a possible mitigation: kex-strict-s-v00@openssh.com",,"'- Update OpenSSH to version 9.6 or later   - Update Apache MINA SSHD to version 2.12.0 or later   - For other products please contact the vendor for possible fixes / updates   Mitigation:   - To mitigate this protocol vulnerability, OpenSSH suggested a so-called 'strict kex' which alters   the SSH handshake to ensure a Man-in-the-Middle attacker cannot introduce unauthenticated messages   as well as convey sequence number manipulation across handshakes. Support for strict key exchange   has been added to a variety of SSH implementations, including OpenSSH itself, PuTTY, libssh, and   more.   Warning: To take effect, both the client and server must support this countermeasure.   As a stop-gap measure, peers may also (temporarily) disable the affected algorithms and use   unaffected alternatives like AES-GCM instead until patches are available.","Parts of the SSH specification are vulnerable to a novel prefix   truncation attack (a.k.a. Terrapin attack), which allows a man-in-the-middle attacker to strip an   arbitrary number of messages right after the initial key exchange, breaking SSH extension   negotiation (RFC8308) in the process and thus downgrading connection security.","Checks the supported algorithms and MACs of the remote SSH   server.   Note: This VT has a low QoD because mitigation is possible / available via software updates. Details: Prefix Truncation Attacks in SSH Specification (Terrapin Attack) (OID: 1.3.6.1.4.1.25623.1.0.114238) Version used: 2025-04-23T05:39:47Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.9,SSL/TLS: BREACH attack against HTTP compression,443/tcp (https),1.3.6.1.4.1.25623.1.0.117414,CVE-2013-3587,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspwmsws2.rpi.reliableparts.com (172.16.11.130 / 00:50:56:BB:D5:08),usx01vsplmsws1.rpi.reliableparts.com (172.16.11.142 / 00:50:56:BB:C0:A0),usx01vspwmsws1.rpi.reliableparts.com (172.16.11.129 / 00:50:56:BB:C2:F0),usx01vsplb01.rpi.reliableparts.com (172.16.11.5 / 00:50:56:BB:16:87),usx01vsplb02.rpi.reliableparts.com (172.16.11.6 / 00:50:56:BB:DA:C9)",6,17-Apr-2026,No,SSL/TLS connections are vulnerable to the 'BREACH' (Browser   Reconnaissance & Exfiltration via Adaptive Compression of Hypertext) attack.,Based on the following information it was determined that the remote web server has HTTP compression enabled: HTTP headers : content-encoding: gzip URL          : https://172.16.11.64/ --- Based on the following information it was determined that the remote web server has HTTP compression enabled: HTTP headers : Content-Encoding: gzip URL          : https://usx01vspwmsws2.rpi.reliableparts.com/ --- Based on the following information it was determined that the remote web server has HTTP compression enabled: HTTP headers : Content-Encoding: gzip URL          : https://usx01vsplmsws1.rpi.reliableparts.com/ --- Based on the following information it was determined that the remote web server has HTTP compression enabled: HTTP headers : Content-Encoding: gzip URL          : https://usx01vspwmsws1.rpi.reliableparts.com/ --- Based on the following information it was determined that the remote web server has HTTP compression enabled: HTTP headers : Content-Encoding: gzip URL          : https://usx01vsplb01.rpi.reliableparts.com/ --- Based on the following information it was determined that the remote web server has HTTP compression enabled: HTTP headers : Content-Encoding: gzip URL          : https://usx01vsplb02.rpi.reliableparts.com/,The flaw makes it easier for man-in-the-middle attackers to   obtain plaintext secret values.,The following mitigation possibilities are available:   1. Disabling HTTP compression   2. Separating secrets from user input   3. Randomizing secrets per request   4. Masking secrets (effectively randomizing by XORing with a random secret per request)   5. Protecting vulnerable pages with CSRF   6. Length hiding (by adding random number of bytes to the responses)   7. Rate-limiting the requests   Note: The mitigations are ordered by effectiveness (not by their practicality - as this may differ   from one application to another).,"Angelo Prado, Neal Harris and Yoel Gluck reported that SSL/TLS   attacks are still viable via a 'BREACH' (Browser Reconnaissance & Exfiltration via Adaptive   Compression of Hypertext) attack, which they describe as:   While CRIME was mitigated by disabling TLS/SPDY compression (and by modifying gzip to allow for   explicit separation of compression contexts in SPDY), BREACH attacks HTTP responses. These are   compressed using the common HTTP compression, which is much more common than TLS-level   compression. This allows essentially the same attack demonstrated by Duong and Rizzo, but without   relying on TLS-level compression (as they anticipated).   It is important to note that the attack is agnostic to the version of TLS/SSL, and does not   require TLS-layer compression. Additionally, the attack works against any cipher suite. Against a   stream cipher, the attack is simpler: The difference in sizes across response bodies is much more   granular in this case. If a block cipher is used, additional work must be done to align the output   to the cipher text blocks.","Checks if the remote web server has HTTP compression enabled.   Note: Even with HTTP compression enabled the web application hosted on the web server might not   be vulnerable. The low Quality of Detection (QoD) of this VT reflects this fact. Details: SSL/TLS: BREACH attack against HTTP compression (OID: 1.3.6.1.4.1.25623.1.0.117414) Version used: 2024-09-27T05:05:23Z ","http://breachattack.com/,http://www.kb.cert.org/vuls/id/987798,http://www.openwall.com/lists/oss-security/2013/08/07/1,https://bugzilla.redhat.com/show_bug.cgi?id=995168,https://en.wikipedia.org/wiki/HTTP_compression",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.9,OpenBSD OpenSSH Information Disclosure Vulnerability (CVE-2020-14145),22/tcp (ssh),1.3.6.1.4.1.25623.1.0.117785,CVE-2020-14145,"172.16.11.151 (00:50:56:AD:94:F0),172.16.11.157 (00:50:56:AD:01:68),172.16.11.167 (00:50:56:BB:C4:54),172.16.11.155 (00:50:56:AD:DF:A4),172.16.11.171 (00:50:56:BB:94:FE),172.16.11.156 (00:50:56:AD:36:01),172.16.11.170 (00:50:56:BB:2B:16),172.16.11.153 (00:50:56:BB:8D:91),172.16.11.154 (00:50:56:AD:01:A6)",9,17-Apr-2026,No,OpenBSD OpenSSH is prone to an information disclosure   vulnerability.,Installed version: 8.1 Fixed version:     8.5 Installation path / port:       22/tcp,,Update to version 8.5 or later.,The client side in OpenSSH has an Observable Discrepancy leading   to an information leak in the algorithm negotiation. This allows man-in-the-middle attackers to   target initial connection attempts (where no host key for the server has been cached by the   client).,"Checks if a vulnerable version is present on the target host. Details: OpenBSD OpenSSH Information Disclosure Vulnerability (CVE-2020-14145) (OID: 1.3.6.1.4.1.25623.1.0.117785) Version used: 2021-11-22T14:03:31Z ",http://www.openwall.com/lists/oss-security/2020/12/02/1,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.9,"Oracle MySQL Server 8.x <= 8.0.36, 8.1.x <= 8.3.0 Security Update (cpujul2024) - Windows",3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.152674,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to multiple vulnerabilities.,Installed version: 8.0.34 Fixed version:     8.0.37 Installation path / port:       3306/tcp,,"Update to version 8.0.37, 8.3.1 or later.",,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server 8.x <= 8.0.36, 8.1.x <= 8.3.0 Security Update (cpujul202... (OID: 1.3.6.1.4.1.25623.1.0.152674) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.9,Apache Tomcat DoS Vulnerability (Oct 2023) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.170599,,usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),1,17-Apr-2026,No,Apache Tomcat is prone to a denial of service (DoS)   vulnerability.,Installed version: 9.0.78 Fixed version:     9.0.81 Installation path / port:       8080/tcp,,"Update to version 8.5.94, 9.0.81 or later.","Tomcat's internal fork of a Commons FileUpload included an   unreleased, in progress refactoring that exposed a potential denial of service on Windows if a web   application opened a stream for an uploaded file but  failed to close the stream. The file would   never be deleted from disk creating the possibility of an eventual denial of service due to the disk   being full.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat DoS Vulnerability (Oct 2023) - Windows (OID: 1.3.6.1.4.1.25623.1.0.170599) Version used: 2023-12-14T05:05:32Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.8,HTTP Debugging Methods (TRACE/TRACK) Enabled,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.11213,"CVE-2003-1567, CVE-2004-2320, CVE-2004-2763, CVE-2005-3398, CVE-2006-4683, CVE-2007-3008, CVE-2008-7253, CVE-2009-2823, CVE-2010-0386, CVE-2012-2223, CVE-2014-7883","172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,The remote web server supports the TRACE and/or TRACK   methods. TRACE and TRACK are HTTP methods which are used to debug web server connections.,The web server has the following HTTP methods enabled: TRACE,An attacker may use this flaw to trick your legitimate web   users to give him their credentials.,Disable the TRACE and TRACK methods in your web server   configuration.   Please see the manual of your web server or the references for more information.,"It has been shown that web servers supporting this methods   are subject to cross-site-scripting attacks, dubbed XST for Cross-Site-Tracing, when used in   conjunction with various weaknesses in browsers.","Checks if HTTP methods such as TRACE and TRACK are   enabled and can be used. Details: HTTP Debugging Methods (TRACE/TRACK) Enabled (OID: 1.3.6.1.4.1.25623.1.0.11213) Version used: 2023-08-01T13:29:10Z ","http://www.kb.cert.org/vuls/id/288308,http://www.securityfocus.com/bid/11604,http://www.securityfocus.com/bid/15222,http://www.securityfocus.com/bid/19915,http://www.securityfocus.com/bid/24456,http://www.securityfocus.com/bid/33374,http://www.securityfocus.com/bid/36956,http://www.securityfocus.com/bid/36990,http://www.securityfocus.com/bid/37995,http://www.securityfocus.com/bid/9506,http://www.securityfocus.com/bid/9561,http://www.kb.cert.org/vuls/id/867593,https://httpd.apache.org/docs/current/en/mod/core.html#traceenable,https://techcommunity.microsoft.com/t5/iis-support-blog/http-track-and-trace-verbs/ba-p/784482,https://owasp.org/www-community/attacks/Cross_Site_Tracing",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.8,Apache Tomcat Console Manipulation Vulnerability (Oct 2025) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.125402,,"usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",6,17-Apr-2026,No,Apache Tomcat is prone to a console manipulation   vulnerability.,Installed version: 9.0.98 Fixed version:     9.0.109 Installation path / port:       8080/tcp --- Installed version: 9.0.48 Fixed version:     9.0.109 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.109 Installation path / port:       8080/tcp,,"Update to version 9.0.109, 10.1.45, 11.0.11 or later.","Tomcat does not escape ANSI escape sequences in log messages.   When Tomcat runs in a Windows console that supports ANSI sequences, an attacker can use a   specially crafted URL to inject ANSI escape codes that manipulate the console and the clipboard   and try to trick an administrator into executing an attacker-controlled command. No practical   attack vector has been found, but a similar attack could be possible on other operating   systems.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Console Manipulation Vulnerability (Oct 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.125402) Version used: 2025-10-29T05:40:29Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.8,Apache HTTP Server < 2.4.66 Multiple Vulnerabilities - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.125563,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,Apache HTTP Server is prone to multiple vulnerabilities.,Installed version: 2.4.57 Fixed version:     2.4.66 Installation path / port:       80/tcp --- Installed version: 2.4.57 Fixed version:     2.4.66 Installation path / port:       443/tcp,,Update to version 2.4.66 or later.,The following flaws exist:   - CVE-2025-58098: Apache HTTP Server with Server Side Includes (SSI) enabled and   mod_cgid (but not mod_cgi) passes the shell-escaped query string to #exec cmd='...'   directives.   - CVE-2025-59775: Server-Side Request Forgery (SSRF) vulnerability on Windows   with AllowEncodedSlashes On and MergeSlashes Off allows potential NTLM hash   leakage to malicious servers via SSRF and malicious requests.,"Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server < 2.4.66 Multiple Vulnerabilities - Windows (OID: 1.3.6.1.4.1.25623.1.0.125563) Version used: 2025-12-05T05:44:55Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,5.8,Apache HTTP Server 2.4.7 - 2.4.65 Authentication Bypass Vulnerability - Linux,80/tcp (http),1.3.6.1.4.1.25623.1.0.125567,,172.16.11.13 (00:50:56:BB:67:04),1,17-Apr-2026,No,Apache HTTP Server is prone to an authentication bypass   vulnerability.,Installed version: 2.4.52 Fixed version:     2.4.66 Installation path / port:       80/tcp,,Update to version 2.4.66 or later.,mod_userdir+suexec bypass via AllowOverride FileInfo   vulnerability in Apache HTTP Server. Users with access to use the RequestHeader directive in   htaccess can cause some CGI scripts to run under an unexpected userid.,"Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server 2.4.7 - 2.4.65 Authentication Bypass Vulnerability - Linux (OID: 1.3.6.1.4.1.25623.1.0.125567) Version used: 2025-12-05T05:44:55Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
